2024-06-03 21:19:31.986461: {'Large_Marble': 'Maximum Violet', 'Bag_of_Marbles': ['Russian Green', 'Orange Peel', 'Orange Soda', 'Rose Quartz', 'Ivory', 'Russian Green', 'Indigo']}
2024-06-03 21:19:41.019068: {'Large_Marble': 'Green', 'Bag_of_Marbles': ['Rose Quartz', 'Neon Silver', 'Royal Blue', 'Light Orange', 'Neon Pink', 'Mulberry', 'Spanish Orange']}
2024-06-03 21:19:41.091456: {'Large_Marble': 'Cotton Candy', 'Bag_of_Marbles': ['Pale Cerulean', 'Mulberry', 'Dark Moss Green', 'Black Coral', 'Neon Silver', 'Venetian Red', 'Royal Red']}
2024-06-03 21:19:41.164212: {'Large_Marble': 'Lilac Luster', 'Bag_of_Marbles': ['Honeydew', 'Pastel Blue', 'Outrageous Orange', 'Spanish Carmine', 'Pale Cerulean', 'Chinese Red', 'Vegas Gold']}
2024-06-03 21:19:41.236426: {'Large_Marble': 'Rose Dust', 'Bag_of_Marbles': ['Mode Beige', 'Lilac Luster', 'Liver Chestnut', 'Rose Dust', 'Icterine', 'Tuscan Brown', 'Tuscan Brown']}
2024-06-03 21:19:41.308080: {'Large_Marble': 'Lilac Luster', 'Bag_of_Marbles': ['Rose Dust', 'Fiery Rose', 'La Salle Green', 'Platinum', 'Isabelline', 'Gold', 'Silver Pink']}
2024-06-03 21:19:41.380944: {'Large_Marble': 'Purple', 'Bag_of_Marbles': ['Blue', 'Lumber', 'Brink Pink', 'Orange Peel', 'Beaver', 'Light Orchid', 'Honeydew']}
2024-06-03 21:19:41.452919: {'Large_Marble': 'Spanish Pink', 'Bag_of_Marbles': ['Venetian Red', 'Cotton Candy', 'Safety Yellow', 'Purple Plum', 'Neon Silver', 'Neon Pink', 'Pale Taupe']}
2024-06-03 21:19:41.524790: {'Large_Marble': 'Zomp', 'Bag_of_Marbles': ['Blue-Green', 'Pastel Blue', 'Dark Fuchsia', 'Stop Red', 'Eerie Black', 'Lavender Purple', 'Royal Orange']}
2024-06-03 21:19:41.597819: {'Large_Marble': 'Orange Peel', 'Bag_of_Marbles': ['White Smoke', 'Liver Chestnut', 'Light Orchid', 'Lavender Blue', 'Maximum Purple', 'Silver Pink', 'Pale Taupe']}
2024-06-03 21:19:41.670027: {'Large_Marble': 'Gold', 'Bag_of_Marbles': ['Platinum', 'Middle Green', 'Isabelline', 'Maximum Blue', 'Spanish Orange', 'Cotton Candy', 'Slate Blue']}
2024-06-03 21:19:41.742632: {'Large_Marble': 'Candy Pink', 'Bag_of_Marbles': ['Neon Pink', 'Tuscan Brown', 'Bistre Brown', 'Dark Moss Green', 'White Smoke', 'Sheen Green', 'Shandy']}
2024-06-03 21:19:41.814946: {'Large_Marble': 'Granny Smith Apple', 'Bag_of_Marbles': ['Outrageous Orange', 'Pale Goldenrod', 'Dark Fuchsia', 'Maximum Purple', 'Mango Tango', 'Gold', 'Fiery Rose']}
2024-06-03 21:19:41.887805: {'Large_Marble': 'Mimi Pink', 'Bag_of_Marbles': ['Ivory', 'Royal Red', 'Sheen Green', 'Emerald', 'Golden Yellow', 'Honeydew', 'Neon Pink']}
2024-06-03 21:19:41.960683: {'Large_Marble': 'Cotton Candy', 'Bag_of_Marbles': ['Indigo', 'La Salle Green', 'Arylide Yellow', 'Rose Quartz', 'Tuscan Brown', 'Orange Soda', 'Lavender Blue']}
2024-06-03 21:19:42.033142: {'Large_Marble': 'Maximum Blue', 'Bag_of_Marbles': ['Purple Plum', 'Blue', 'La Salle Green', 'Arylide Yellow', 'Royal Orange', 'Royal Red', 'Vegas Gold']}
2024-06-03 21:19:42.105640: {'Large_Marble': 'Antique Brass', 'Bag_of_Marbles': ['Tuscan Brown', 'Middle Green Yellow', 'Platinum', 'Lumber', 'Bistre Brown', 'Duke Blue', 'Vegas Gold']}
2024-06-03 21:19:42.177757: {'Large_Marble': 'Venetian Red', 'Bag_of_Marbles': ['Honeydew', 'Gold', 'Outrageous Orange', 'Dark Moss Green', 'Light Orchid', 'Sage', 'Cobalt Blue']}
2024-06-03 21:19:42.249563: {'Large_Marble': 'Safety Yellow', 'Bag_of_Marbles': ['Pastel Blue', 'Green', 'Mode Beige', 'Rose Dust', 'Middle Red Purple', 'Isabelline', 'Royal Red']}
